100, 0.68541
600, 0.833916
1100, 0.866109
1600, 1.04953
2100, 0.979157
2600, 0.869944
3100, 0.919776
3600, 0.917688
4100, 0.937842
4600, 0.889543
5100, 0.977046
5600, 0.933871
6100, 0.925866
6600, 0.907649
7100, 1.0175
7600, 0.935224
8100, 0.962113
8600, 0.99783
9100, 0.943004
9600, 0.947437
10100, 0.936501
10600, 0.932417
11100, 0.952164
11600, 0.921168
12100, 0.944846
12600, 0.979157
13100, 0.961144
13600, 0.920264
14100, 0.927491
14600, 0.953002
15100, 0.938694
15600, 0.928819
16100, 0.960851
16600, 0.973613
17100, 0.943942
17600, 0.961132
18100, 0.95806
18600, 0.952204
19100, 0.938761
19600, 0.953979
20100, 0.923769
20600, 0.937615
21100, 0.921243
21600, 0.920861
22100, 0.932902
22600, 0.928033
23100, 0.935837
23600, 0.921238
24100, 0.92573
24600, 0.95233
25100, 0.95739
25600, 0.948597
26100, 0.929637
26600, 0.95339
27100, 0.917337
27600, 0.934492
28100, 0.933963
28600, 0.93465
29100, 0.953686
29600, 0.978099
30100, 0.946367
30600, 0.938295
31100, 0.93423
31600, 0.941571
32100, 0.9363
32600, 0.929088
33100, 0.949014
33600, 0.939583
34100, 0.948318
34600, 0.911833
35100, 0.944148
35600, 0.944942
36100, 0.956916
36600, 0.941784
37100, 0.942762
37600, 0.963585
38100, 0.948241
38600, 0.936491
39100, 0.942921
39600, 0.963209
40100, 0.941627
40600, 0.934927
41100, 0.93506
41600, 0.918054
42100, 0.947527
42600, 0.941554
43100, 0.931426
43600, 0.935836
44100, 0.937194
44600, 0.935908
45100, 0.924164
45600, 0.958823
46100, 0.947977
46600, 0.947072
47100, 0.941238
47600, 0.949639
48100, 0.939055
48600, 0.936304
49100, 0.927188
49600, 0.95529
50100, 0.94603
50600, 0.942778
51100, 0.960781
51600, 0.949878
52100, 0.950892
52600, 0.93664
53100, 0.935953
53600, 0.940521
54100, 0.929168
54600, 0.95154
55100, 0.936686
55600, 0.931961
56100, 0.946624
56600, 0.930995
57100, 0.929205
57600, 0.938512
58100, 0.937514
58600, 0.934427
59100, 0.951804
59600, 0.956584
60100, 0.94988
60600, 0.946454
61100, 0.931754
61600, 0.947335
62100, 0.954387
62600, 0.946326
63100, 0.933179
63600, 0.930369
64100, 0.940648
64600, 0.941325
65100, 0.939254
65600, 0.95529
66100, 0.930437
66600, 0.949694
67100, 0.928113
67600, 0.947914
68100, 0.945484
68600, 0.950882
69100, 0.923865
69600, 0.942734
70100, 0.95449
70600, 0.958118
71100, 0.955815
71600, 0.945694
72100, 0.942843
72600, 0.951361
73100, 0.954511
73600, 0.937969
74100, 0.951434
74600, 0.923007
75100, 0.94196
75600, 0.944434
76100, 0.950117
76600, 0.935862
77100, 0.940372
77600, 0.938994
78100, 0.942461
78600, 0.945011
79100, 0.92786
79600, 0.950619
80100, 0.93861
80600, 0.945628
81100, 0.934051
81600, 0.940255
82100, 0.933026
82600, 0.939908
83100, 0.954873
83600, 0.941619
84100, 0.938221
84600, 0.937375
85100, 0.945238
85600, 0.934352
86100, 0.941981
86600, 0.942953
87100, 0.949816
87600, 0.940796
88100, 0.942536
88600, 0.944566
89100, 0.951266
89600, 0.953072
90100, 0.941849
90600, 0.941266
91100, 0.944978
91600, 0.958901
92100, 0.950346
92600, 0.942106
93100, 0.938666
93600, 0.956718
94100, 0.946026
94600, 0.952981
95100, 0.933124
95600, 0.93613
96100, 0.943883
96600, 0.948931
97100, 0.948492
97600, 0.935978
98100, 0.947277
98600, 0.943656
99100, 0.949822
99600, 0.94003
